product_id,product_name,category,brand,model_number,description,price_usd,stock_quantity,rating,voltage_v,power_kw,weight_kg,material,country_of_origin,warranty_months,source_document,ai_confidence_score,validation_status
PROD-00209,Welding Machine Model 1208,Welding Machine,Bosch Rexroth,BOS-327-0208,Industrial welding machine designed for manufacturing applications.,382.32,456,4.9,110,247.98,1013.61,Carbon Steel,Japan,18,catalog_09.pdf,0.86,Verified
PROD-00210,Air Compressor Model 1209,Air Compressor,Bosch Rexroth,BOS-201-0209,Industrial air compressor designed for manufacturing applications.,23475.74,210,3.3,110,197.55,244.22,Carbon Steel,Germany,24,catalog_10.pdf,0.78,Needs Review
PROD-00211,Air Compressor Model 1210,Air Compressor,Atlas Copco,ATL-686-0210,Industrial air compressor designed for manufacturing applications.,10516.67,82,3.0,440,166.04,273.35,Carbon Steel,China,36,catalog_11.pdf,0.79,Verified
PROD-00212,Generator Model 1211,Generator,Kirloskar,KIR-516-0211,Industrial generator designed for manufacturing applications.,10207.79,20,5.0,380,86.76,1427.23,Carbon Steel,South Korea,36,catalog_12.pdf,0.8,Verified
PROD-00213,Control Panel Model 1212,Control Panel,Bosch Rexroth,BOS-315-0212,Industrial control panel designed for manufacturing applications.,9917.19,331,4.8,220,43.26,1597.84,Alloy Steel,China,18,catalog_13.pdf,0.72,Needs Review
PROD-00214,Generator Model 1213,Generator,ABB,ABB-506-0213,Industrial generator designed for manufacturing applications.,1965.88,100,3.1,440,20.21,510.86,Stainless Steel,India,36,catalog_14.pdf,0.99,Needs Review
PROD-00215,Industrial Fan Model 1214,Industrial Fan,Honeywell,HON-498-0214,Industrial industrial fan designed for manufacturing applications.,16048.48,151,4.7,400,173.48,789.46,Carbon Steel,Japan,18,catalog_15.pdf,0.71,Verified
PROD-00216,Industrial Pump Model 1215,Industrial Pump,Crompton,CRO-814-0215,Industrial industrial pump designed for manufacturing applications.,18391.84,6,3.9,415,196.29,640.28,Alloy Steel,Germany,18,catalog_16.pdf,0.89,Verified
PROD-00217,Conveyor System Model 1216,Conveyor System,Siemens,SIE-803-0216,Industrial conveyor system designed for manufacturing applications.,16984.1,14,3.5,400,206.7,132.44,Alloy Steel,Japan,18,catalog_17.pdf,0.81,Needs Review
PROD-00218,Control Panel Model 1217,Control Panel,Bosch Rexroth,BOS-860-0217,Industrial control panel designed for manufacturing applications.,3676.28,438,4.8,220,228.48,1212.42,Alloy Steel,USA,6,catalog_18.pdf,0.89,Needs Review
PROD-00219,Electric Motor Model 1218,Electric Motor,Atlas Copco,ATL-598-0218,Industrial electric motor designed for manufacturing applications.,14576.29,129,3.4,440,220.04,1485.7,Aluminum,India,6,catalog_19.pdf,0.8,Needs Review
PROD-00220,Conveyor System Model 1219,Conveyor System,Honeywell,HON-853-0219,Industrial conveyor system designed for manufacturing applications.,14344.74,85,4.9,415,249.94,550.17,Aluminum,China,6,catalog_20.pdf,0.9,Verified
PROD-00221,Industrial Pump Model 1220,Industrial Pump,Schneider Electric,SCH-564-0220,Industrial industrial pump designed for manufacturing applications.,21743.17,489,3.4,440,61.39,1782.34,Alloy Steel,China,6,catalog_21.pdf,0.91,Verified
PROD-00222,Industrial Fan Model 1221,Industrial Fan,WEG,WEG-790-0221,Industrial industrial fan designed for manufacturing applications.,9633.41,144,4.2,110,190.95,138.38,Carbon Steel,USA,12,catalog_22.pdf,0.9,Verified
PROD-00223,Industrial Fan Model 1222,Industrial Fan,Atlas Copco,ATL-830-0222,Industrial industrial fan designed for manufacturing applications.,9444.28,330,3.4,415,146.82,1191.9,Stainless Steel,China,24,catalog_23.pdf,0.73,Needs Review
PROD-00224,Electric Motor Model 1223,Electric Motor,ABB,ABB-181-0223,Industrial electric motor designed for manufacturing applications.,15558.54,154,4.1,480,65.68,807.91,Cast Iron,Italy,24,catalog_24.pdf,0.89,Needs Review
PROD-00225,Control Panel Model 1224,Control Panel,WEG,WEG-703-0224,Industrial control panel designed for manufacturing applications.,15918.55,292,4.4,380,245.49,804.99,Aluminum,India,18,catalog_25.pdf,0.78,Verified
PROD-00226,Welding Machine Model 1225,Welding Machine,Crompton,CRO-786-0225,Industrial welding machine designed for manufacturing applications.,11864.81,365,3.4,400,224.53,824.85,Carbon Steel,USA,36,catalog_01.pdf,0.71,Verified
PROD-00227,Air Compressor Model 1226,Air Compressor,Crompton,CRO-850-0226,Industrial air compressor designed for manufacturing applications.,11215.72,344,4.0,415,32.56,467.11,Carbon Steel,India,6,catalog_02.pdf,0.82,Verified
PROD-00228,Control Panel Model 1227,Control Panel,Kirloskar,KIR-871-0227,Industrial control panel designed for manufacturing applications.,12480.15,133,3.9,380,7.03,1288.58,Cast Iron,Germany,24,catalog_03.pdf,0.83,Needs Review
PROD-00229,Welding Machine Model 1228,Welding Machine,Rockwell Automation,ROC-464-0228,Industrial welding machine designed for manufacturing applications.,21560.87,442,3.1,440,172.24,1299.39,Cast Iron,India,24,catalog_04.pdf,0.84,Needs Review
PROD-00230,Industrial Fan Model 1229,Industrial Fan,Kirloskar,KIR-262-0229,Industrial industrial fan designed for manufacturing applications.,11663.88,243,4.6,220,151.23,509.75,Carbon Steel,India,6,catalog_05.pdf,0.9,Verified
PROD-00231,Generator Model 1230,Generator,Honeywell,HON-147-0230,Industrial generator designed for manufacturing applications.,23513.31,62,3.7,415,233.99,1503.88,Cast Iron,Germany,12,catalog_06.pdf,0.79,Verified
PROD-00232,Industrial Pump Model 1231,Industrial Pump,WEG,WEG-610-0231,Industrial industrial pump designed for manufacturing applications.,12724.09,202,4.1,380,58.88,571.69,Carbon Steel,USA,12,catalog_07.pdf,0.79,Verified
PROD-00233,Electric Motor Model 1232,Electric Motor,Rockwell Automation,ROC-428-0232,Industrial electric motor designed for manufacturing applications.,23742.72,215,4.0,440,21.55,1305.72,Cast Iron,India,24,catalog_08.pdf,0.72,Verified
PROD-00234,Industrial Pump Model 1233,Industrial Pump,Schneider Electric,SCH-939-0233,Industrial industrial pump designed for manufacturing applications.,20862.59,406,4.0,440,65.17,219.56,Cast Iron,Japan,12,catalog_09.pdf,0.9,Needs Review
PROD-00235,Hydraulic Valve Model 1234,Hydraulic Valve,ABB,ABB-215-0234,Industrial hydraulic valve designed for manufacturing applications.,9220.18,394,3.2,440,5.22,305.33,Carbon Steel,India,6,catalog_10.pdf,0.86,Needs Review
PROD-00236,Hydraulic Valve Model 1235,Hydraulic Valve,WEG,WEG-948-0235,Industrial hydraulic valve designed for manufacturing applications.,21625.13,49,3.8,220,9.46,569.8,Alloy Steel,USA,24,catalog_11.pdf,0.8,Verified
PROD-00237,Control Panel Model 1236,Control Panel,Kirloskar,KIR-436-0236,Industrial control panel designed for manufacturing applications.,2974.07,101,3.9,110,228.76,1069.79,Carbon Steel,Switzerland,6,catalog_12.pdf,0.9,Verified
PROD-00238,Industrial Fan Model 1237,Industrial Fan,Siemens,SIE-980-0237,Industrial industrial fan designed for manufacturing applications.,23144.92,283,4.5,220,88.33,1162.63,Stainless Steel,China,12,catalog_13.pdf,0.86,Needs Review
PROD-00239,Industrial Fan Model 1238,Industrial Fan,Rockwell Automation,ROC-836-0238,Industrial industrial fan designed for manufacturing applications.,15883.18,27,4.7,220,103.0,714.65,Cast Iron,South Korea,6,catalog_14.pdf,0.84,Verified
PROD-00240,Air Compressor Model 1239,Air Compressor,Rockwell Automation,ROC-963-0239,Industrial air compressor designed for manufacturing applications.,1596.17,414,4.1,480,5.08,141.95,Aluminum,Germany,12,catalog_15.pdf,0.85,Verified
PROD-00241,Air Compressor Model 1240,Air Compressor,ABB,ABB-939-0240,Industrial air compressor designed for manufacturing applications.,16195.35,465,3.2,400,68.0,673.8,Cast Iron,China,12,catalog_16.pdf,0.88,Needs Review
PROD-00242,Air Compressor Model 1241,Air Compressor,Bosch Rexroth,BOS-246-0241,Industrial air compressor designed for manufacturing applications.,24362.63,395,3.5,440,201.28,1240.4,Stainless Steel,USA,6,catalog_17.pdf,0.89,Needs Review
PROD-00243,Generator Model 1242,Generator,Crompton,CRO-674-0242,Industrial generator designed for manufacturing applications.,1977.57,339,3.3,380,154.06,1208.45,Aluminum,Italy,12,catalog_18.pdf,0.78,Needs Review
PROD-00244,Conveyor System Model 1243,Conveyor System,Crompton,CRO-905-0243,Industrial conveyor system designed for manufacturing applications.,13978.52,48,3.2,415,188.57,290.03,Aluminum,South Korea,18,catalog_19.pdf,0.74,Verified
PROD-00245,Gearbox Model 1244,Gearbox,Siemens,SIE-422-0244,Industrial gearbox designed for manufacturing applications.,18757.91,31,3.7,400,112.08,16.0,Carbon Steel,China,6,catalog_20.pdf,0.75,Verified
PROD-00246,Conveyor System Model 1245,Conveyor System,Honeywell,HON-542-0245,Industrial conveyor system designed for manufacturing applications.,20303.9,286,3.5,440,77.78,1355.86,Alloy Steel,India,18,catalog_21.pdf,0.89,Verified
PROD-00247,Industrial Pump Model 1246,Industrial Pump,Honeywell,HON-936-0246,Industrial industrial pump designed for manufacturing applications.,10492.23,101,3.4,230,120.96,193.25,Carbon Steel,South Korea,6,catalog_22.pdf,0.95,Verified
PROD-00248,Conveyor System Model 1247,Conveyor System,Schneider Electric,SCH-112-0247,Industrial conveyor system designed for manufacturing applications.,5303.12,467,3.1,220,81.11,150.06,Aluminum,India,12,catalog_23.pdf,0.82,Needs Review
PROD-00249,Generator Model 1248,Generator,WEG,WEG-593-0248,Industrial generator designed for manufacturing applications.,1297.97,40,3.0,230,209.82,6.86,Aluminum,Germany,12,catalog_24.pdf,0.75,Verified
PROD-00250,Industrial Pump Model 1249,Industrial Pump,Atlas Copco,ATL-800-0249,Industrial industrial pump designed for manufacturing applications.,14598.22,113,3.2,440,74.77,779.82,Alloy Steel,India,24,catalog_25.pdf,0.92,Needs Review
PROD-00251,Conveyor System Model 1250,Conveyor System,Bosch Rexroth,BOS-386-0250,Industrial conveyor system designed for manufacturing applications.,11459.55,59,3.3,400,165.11,906.87,Cast Iron,South Korea,24,catalog_01.pdf,0.94,Verified
PROD-00252,Generator Model 1251,Generator,Kirloskar,KIR-819-0251,Industrial generator designed for manufacturing applications.,23731.42,196,3.9,380,34.68,1148.52,Alloy Steel,Japan,18,catalog_02.pdf,0.96,Verified
PROD-00253,Gearbox Model 1252,Gearbox,Atlas Copco,ATL-213-0252,Industrial gearbox designed for manufacturing applications.,1749.97,223,4.0,400,171.87,534.32,Carbon Steel,Japan,12,catalog_03.pdf,0.88,Needs Review
PROD-00254,Conveyor System Model 1253,Conveyor System,Atlas Copco,ATL-579-0253,Industrial conveyor system designed for manufacturing applications.,17213.53,189,3.3,480,228.37,1279.34,Cast Iron,Switzerland,24,catalog_04.pdf,0.95,Verified
PROD-00255,Generator Model 1254,Generator,Rockwell Automation,ROC-121-0254,Industrial generator designed for manufacturing applications.,867.91,73,3.8,380,152.34,306.46,Carbon Steel,China,12,catalog_05.pdf,0.7,Verified
PROD-00256,Air Compressor Model 1255,Air Compressor,Siemens,SIE-448-0255,Industrial air compressor designed for manufacturing applications.,4493.0,321,3.7,380,140.18,1497.92,Alloy Steel,USA,6,catalog_06.pdf,0.73,Verified
PROD-00257,Industrial Fan Model 1256,Industrial Fan,Crompton,CRO-825-0256,Industrial industrial fan designed for manufacturing applications.,11476.08,134,3.4,440,240.3,1030.18,Cast Iron,Switzerland,24,catalog_07.pdf,0.73,Verified
PROD-00258,Air Compressor Model 1257,Air Compressor,Schneider Electric,SCH-782-0257,Industrial air compressor designed for manufacturing applications.,11508.09,59,3.0,110,157.04,1051.83,Alloy Steel,Germany,18,catalog_08.pdf,0.91,Verified
PROD-00259,Industrial Fan Model 1258,Industrial Fan,Honeywell,HON-934-0258,Industrial industrial fan designed for manufacturing applications.,17221.09,382,3.9,440,65.26,379.18,Stainless Steel,Italy,24,catalog_09.pdf,0.72,Verified
PROD-00260,Electric Motor Model 1259,Electric Motor,Siemens,SIE-665-0259,Industrial electric motor designed for manufacturing applications.,22777.77,101,4.4,220,73.45,135.25,Aluminum,Switzerland,12,catalog_10.pdf,0.84,Needs Review
PROD-00261,Electric Motor Model 1260,Electric Motor,Rockwell Automation,ROC-909-0260,Industrial electric motor designed for manufacturing applications.,16066.05,340,3.5,400,176.47,837.58,Cast Iron,China,36,catalog_11.pdf,0.84,Needs Review
PROD-00262,Electric Motor Model 1261,Electric Motor,Kirloskar,KIR-419-0261,Industrial electric motor designed for manufacturing applications.,23849.99,91,3.3,380,183.99,1108.87,Aluminum,USA,36,catalog_12.pdf,0.79,Verified
PROD-00263,Gearbox Model 1262,Gearbox,Schneider Electric,SCH-225-0262,Industrial gearbox designed for manufacturing applications.,22069.99,298,4.8,440,76.22,172.89,Stainless Steel,Germany,12,catalog_13.pdf,0.95,Verified
PROD-00264,Air Compressor Model 1263,Air Compressor,Rockwell Automation,ROC-376-0263,Industrial air compressor designed for manufacturing applications.,14716.37,123,3.6,440,86.66,1711.06,Cast Iron,South Korea,6,catalog_14.pdf,0.75,Verified
PROD-00265,Industrial Fan Model 1264,Industrial Fan,Crompton,CRO-303-0264,Industrial industrial fan designed for manufacturing applications.,20886.35,212,3.4,400,247.77,1764.79,Aluminum,Germany,24,catalog_15.pdf,0.8,Verified
PROD-00266,Generator Model 1265,Generator,Crompton,CRO-293-0265,Industrial generator designed for manufacturing applications.,16153.8,338,4.7,400,25.94,982.73,Aluminum,South Korea,36,catalog_16.pdf,0.92,Verified
PROD-00267,Industrial Pump Model 1266,Industrial Pump,Crompton,CRO-780-0266,Industrial industrial pump designed for manufacturing applications.,2194.31,417,4.6,480,101.46,1710.22,Cast Iron,China,6,catalog_17.pdf,0.71,Needs Review
PROD-00268,Generator Model 1267,Generator,Siemens,SIE-763-0267,Industrial generator designed for manufacturing applications.,18578.98,158,3.9,380,16.08,324.64,Aluminum,USA,12,catalog_18.pdf,0.9,Verified
PROD-00269,Industrial Pump Model 1268,Industrial Pump,Siemens,SIE-646-0268,Industrial industrial pump designed for manufacturing applications.,2598.98,39,4.0,415,205.36,47.71,Aluminum,Switzerland,6,catalog_19.pdf,0.94,Needs Review
PROD-00270,Hydraulic Valve Model 1269,Hydraulic Valve,Honeywell,HON-795-0269,Industrial hydraulic valve designed for manufacturing applications.,14953.55,83,3.4,480,23.54,72.86,Cast Iron,USA,12,catalog_20.pdf,0.97,Needs Review
PROD-00271,Generator Model 1270,Generator,Honeywell,HON-385-0270,Industrial generator designed for manufacturing applications.,17640.35,71,3.2,230,168.66,1058.35,Aluminum,India,24,catalog_21.pdf,0.95,Needs Review
PROD-00272,Conveyor System Model 1271,Conveyor System,Kirloskar,KIR-156-0271,Industrial conveyor system designed for manufacturing applications.,1896.56,347,4.1,220,14.59,112.83,Aluminum,Italy,6,catalog_22.pdf,0.79,Verified
PROD-00273,Conveyor System Model 1272,Conveyor System,Schneider Electric,SCH-833-0272,Industrial conveyor system designed for manufacturing applications.,5962.17,417,3.2,220,168.38,1725.47,Carbon Steel,Japan,24,catalog_23.pdf,0.87,Verified
PROD-00274,Control Panel Model 1273,Control Panel,ABB,ABB-402-0273,Industrial control panel designed for manufacturing applications.,22912.89,38,3.9,415,210.84,257.2,Carbon Steel,India,6,catalog_24.pdf,0.72,Needs Review
PROD-00275,Air Compressor Model 1274,Air Compressor,ABB,ABB-262-0274,Industrial air compressor designed for manufacturing applications.,15503.78,101,4.9,110,100.01,549.89,Stainless Steel,Germany,12,catalog_25.pdf,0.77,Verified
PROD-00276,Industrial Pump Model 1275,Industrial Pump,Rockwell Automation,ROC-118-0275,Industrial industrial pump designed for manufacturing applications.,6345.58,173,4.9,480,130.77,1480.89,Carbon Steel,Italy,12,catalog_01.pdf,0.73,Needs Review
PROD-00277,Industrial Pump Model 1276,Industrial Pump,Crompton,CRO-469-0276,Industrial industrial pump designed for manufacturing applications.,17344.32,173,3.5,415,100.68,395.3,Carbon Steel,Italy,6,catalog_02.pdf,0.79,Verified
PROD-00278,Air Compressor Model 1277,Air Compressor,Schneider Electric,SCH-363-0277,Industrial air compressor designed for manufacturing applications.,15020.22,155,4.2,110,75.47,438.86,Stainless Steel,USA,12,catalog_03.pdf,0.95,Verified
PROD-00279,Gearbox Model 1278,Gearbox,Atlas Copco,ATL-893-0278,Industrial gearbox designed for manufacturing applications.,12664.0,75,3.9,110,200.91,1156.87,Aluminum,Italy,18,catalog_04.pdf,0.8,Needs Review
PROD-00280,Control Panel Model 1279,Control Panel,Siemens,SIE-212-0279,Industrial control panel designed for manufacturing applications.,24410.63,7,4.8,415,68.36,498.4,Aluminum,China,18,catalog_05.pdf,0.86,Needs Review
PROD-00281,Gearbox Model 1280,Gearbox,WEG,WEG-587-0280,Industrial gearbox designed for manufacturing applications.,17165.48,318,3.5,220,180.87,392.97,Carbon Steel,Italy,24,catalog_06.pdf,0.83,Needs Review
PROD-00282,Gearbox Model 1281,Gearbox,Bosch Rexroth,BOS-426-0281,Industrial gearbox designed for manufacturing applications.,9542.17,36,3.0,230,51.95,459.01,Stainless Steel,Germany,18,catalog_07.pdf,0.83,Needs Review
PROD-00283,Gearbox Model 1282,Gearbox,Kirloskar,KIR-641-0282,Industrial gearbox designed for manufacturing applications.,20051.82,291,3.3,220,62.84,884.18,Aluminum,China,18,catalog_08.pdf,0.98,Verified
PROD-00284,Air Compressor Model 1283,Air Compressor,Crompton,CRO-746-0283,Industrial air compressor designed for manufacturing applications.,22143.44,86,3.7,440,84.45,1739.05,Alloy Steel,China,36,catalog_09.pdf,0.79,Verified
PROD-00285,Gearbox Model 1284,Gearbox,Crompton,CRO-678-0284,Industrial gearbox designed for manufacturing applications.,3349.21,47,3.6,220,147.49,1498.36,Cast Iron,India,36,catalog_10.pdf,0.88,Needs Review
PROD-00286,Conveyor System Model 1285,Conveyor System,Crompton,CRO-164-0285,Industrial conveyor system designed for manufacturing applications.,5213.69,395,4.6,220,113.88,513.73,Cast Iron,Italy,36,catalog_11.pdf,0.82,Verified
PROD-00287,Electric Motor Model 1286,Electric Motor,Siemens,SIE-391-0286,Industrial electric motor designed for manufacturing applications.,5601.62,109,4.4,480,186.41,655.35,Cast Iron,USA,36,catalog_12.pdf,0.72,Needs Review
PROD-00288,Hydraulic Valve Model 1287,Hydraulic Valve,Siemens,SIE-124-0287,Industrial hydraulic valve designed for manufacturing applications.,17357.49,5,3.6,415,53.79,837.19,Carbon Steel,South Korea,12,catalog_13.pdf,0.84,Verified
PROD-00289,Industrial Pump Model 1288,Industrial Pump,Bosch Rexroth,BOS-648-0288,Industrial industrial pump designed for manufacturing applications.,15175.23,65,3.9,415,3.16,1762.12,Cast Iron,India,24,catalog_14.pdf,0.94,Verified
PROD-00290,Industrial Pump Model 1289,Industrial Pump,Atlas Copco,ATL-100-0289,Industrial industrial pump designed for manufacturing applications.,15570.04,274,3.2,440,194.25,311.96,Cast Iron,USA,24,catalog_15.pdf,0.73,Verified
PROD-00291,Hydraulic Valve Model 1290,Hydraulic Valve,Schneider Electric,SCH-648-0290,Industrial hydraulic valve designed for manufacturing applications.,23534.14,184,4.8,440,205.5,644.75,Alloy Steel,Italy,18,catalog_16.pdf,0.72,Verified
PROD-00292,Air Compressor Model 1291,Air Compressor,Crompton,CRO-240-0291,Industrial air compressor designed for manufacturing applications.,19453.81,228,4.9,480,15.34,1313.51,Aluminum,India,24,catalog_17.pdf,0.74,Needs Review
PROD-00293,Generator Model 1292,Generator,ABB,ABB-843-0292,Industrial generator designed for manufacturing applications.,3416.44,10,5.0,415,152.92,1735.17,Alloy Steel,Italy,18,catalog_18.pdf,0.92,Needs Review
PROD-00294,Air Compressor Model 1293,Air Compressor,Honeywell,HON-747-0293,Industrial air compressor designed for manufacturing applications.,8850.8,107,4.7,220,94.86,281.9,Carbon Steel,Germany,24,catalog_19.pdf,0.91,Verified
PROD-00295,Industrial Pump Model 1294,Industrial Pump,ABB,ABB-287-0294,Industrial industrial pump designed for manufacturing applications.,11025.99,14,3.3,230,198.58,410.83,Cast Iron,India,6,catalog_20.pdf,0.86,Verified
PROD-00296,Industrial Pump Model 1295,Industrial Pump,Rockwell Automation,ROC-227-0295,Industrial industrial pump designed for manufacturing applications.,10050.05,75,3.1,110,218.67,407.8,Aluminum,USA,6,catalog_21.pdf,0.84,Verified
PROD-00297,Hydraulic Valve Model 1296,Hydraulic Valve,ABB,ABB-300-0296,Industrial hydraulic valve designed for manufacturing applications.,16815.39,94,4.2,400,212.83,39.64,Cast Iron,Germany,24,catalog_22.pdf,0.96,Verified
PROD-00298,Gearbox Model 1297,Gearbox,Rockwell Automation,ROC-226-0297,Industrial gearbox designed for manufacturing applications.,22324.35,230,4.8,110,194.41,1088.2,Cast Iron,Japan,12,catalog_23.pdf,0.92,Verified
PROD-00299,Air Compressor Model 1298,Air Compressor,WEG,WEG-356-0298,Industrial air compressor designed for manufacturing applications.,7824.77,162,3.4,440,67.63,1207.92,Carbon Steel,USA,18,catalog_24.pdf,0.94,Verified
PROD-00300,Industrial Fan Model 1299,Industrial Fan,Honeywell,HON-775-0299,Industrial industrial fan designed for manufacturing applications.,13908.96,232,3.0,440,203.07,1085.34,Cast Iron,South Korea,24,catalog_25.pdf,0.94,Verified
PROD-00301,Hydraulic Valve Model 1300,Hydraulic Valve,ABB,ABB-646-0300,Industrial hydraulic valve designed for manufacturing applications.,19787.88,409,4.6,110,133.6,130.24,Stainless Steel,Switzerland,18,catalog_01.pdf,0.89,Verified
PROD-00302,Conveyor System Model 1301,Conveyor System,WEG,WEG-293-0301,Industrial conveyor system designed for manufacturing applications.,10551.4,130,3.2,400,13.66,126.48,Aluminum,Italy,36,catalog_02.pdf,0.83,Verified
PROD-00303,Industrial Pump Model 1302,Industrial Pump,Kirloskar,KIR-802-0302,Industrial industrial pump designed for manufacturing applications.,4410.92,448,3.8,220,114.51,380.28,Aluminum,USA,24,catalog_03.pdf,0.95,Verified
PROD-00304,Hydraulic Valve Model 1303,Hydraulic Valve,Schneider Electric,SCH-203-0303,Industrial hydraulic valve designed for manufacturing applications.,12005.04,213,4.4,230,235.57,523.95,Stainless Steel,Japan,12,catalog_04.pdf,0.97,Verified
PROD-00305,Air Compressor Model 1304,Air Compressor,WEG,WEG-634-0304,Industrial air compressor designed for manufacturing applications.,1616.76,101,3.5,230,222.02,1416.21,Carbon Steel,USA,36,catalog_05.pdf,0.71,Verified
PROD-00306,Industrial Pump Model 1305,Industrial Pump,Schneider Electric,SCH-364-0305,Industrial industrial pump designed for manufacturing applications.,23573.99,78,3.2,110,26.01,288.58,Cast Iron,Germany,24,catalog_06.pdf,0.71,Verified
PROD-00307,Generator Model 1306,Generator,ABB,ABB-901-0306,Industrial generator designed for manufacturing applications.,2101.82,119,4.5,400,186.16,81.28,Cast Iron,China,6,catalog_07.pdf,0.98,Needs Review
PROD-00308,Hydraulic Valve Model 1307,Hydraulic Valve,Atlas Copco,ATL-483-0307,Industrial hydraulic valve designed for manufacturing applications.,11101.8,195,4.3,480,201.55,710.39,Aluminum,Switzerland,24,catalog_08.pdf,0.78,Verified
PROD-00309,Control Panel Model 1308,Control Panel,WEG,WEG-359-0308,Industrial control panel designed for manufacturing applications.,13364.56,499,5.0,440,68.21,750.67,Carbon Steel,USA,6,catalog_09.pdf,0.95,Needs Review
PROD-00310,Industrial Pump Model 1309,Industrial Pump,Honeywell,HON-513-0309,Industrial industrial pump designed for manufacturing applications.,24636.27,174,3.7,380,118.17,812.73,Carbon Steel,India,6,catalog_10.pdf,0.81,Verified
PROD-00311,Air Compressor Model 1310,Air Compressor,ABB,ABB-457-0310,Industrial air compressor designed for manufacturing applications.,4359.04,311,3.1,220,177.89,1488.77,Carbon Steel,South Korea,24,catalog_11.pdf,0.73,Needs Review
PROD-00312,Electric Motor Model 1311,Electric Motor,Crompton,CRO-174-0311,Industrial electric motor designed for manufacturing applications.,3082.18,452,4.5,480,110.04,178.21,Cast Iron,Japan,24,catalog_12.pdf,0.72,Verified
PROD-00313,Industrial Fan Model 1312,Industrial Fan,Siemens,SIE-454-0312,Industrial industrial fan designed for manufacturing applications.,465.48,208,4.0,110,28.64,1267.69,Carbon Steel,USA,6,catalog_13.pdf,0.75,Needs Review
PROD-00314,Welding Machine Model 1313,Welding Machine,WEG,WEG-683-0313,Industrial welding machine designed for manufacturing applications.,4100.39,60,3.4,230,176.62,609.63,Stainless Steel,Japan,18,catalog_14.pdf,0.77,Verified
PROD-00315,Gearbox Model 1314,Gearbox,Honeywell,HON-870-0314,Industrial gearbox designed for manufacturing applications.,5380.01,212,4.6,440,227.95,559.34,Alloy Steel,China,36,catalog_15.pdf,0.84,Needs Review
PROD-00316,Welding Machine Model 1315,Welding Machine,Kirloskar,KIR-287-0315,Industrial welding machine designed for manufacturing applications.,15856.88,45,3.4,480,163.29,1678.71,Carbon Steel,Germany,12,catalog_16.pdf,0.9,Verified
PROD-00317,Air Compressor Model 1316,Air Compressor,Crompton,CRO-784-0316,Industrial air compressor designed for manufacturing applications.,5687.74,36,3.5,480,193.56,448.75,Alloy Steel,India,24,catalog_17.pdf,0.99,Verified
PROD-00318,Conveyor System Model 1317,Conveyor System,Kirloskar,KIR-389-0317,Industrial conveyor system designed for manufacturing applications.,757.89,19,3.2,415,89.91,1157.27,Cast Iron,Italy,36,catalog_18.pdf,0.83,Needs Review
PROD-00319,Conveyor System Model 1318,Conveyor System,ABB,ABB-144-0318,Industrial conveyor system designed for manufacturing applications.,20708.8,66,3.8,415,46.21,496.68,Carbon Steel,USA,36,catalog_19.pdf,0.85,Verified
PROD-00320,Electric Motor Model 1319,Electric Motor,Siemens,SIE-672-0319,Industrial electric motor designed for manufacturing applications.,9298.49,159,3.8,400,160.87,913.84,Aluminum,Germany,18,catalog_20.pdf,0.85,Needs Review
PROD-00321,Gearbox Model 1320,Gearbox,WEG,WEG-182-0320,Industrial gearbox designed for manufacturing applications.,9003.99,288,4.0,400,82.28,1415.75,Cast Iron,Switzerland,36,catalog_21.pdf,0.86,Verified
PROD-00322,Control Panel Model 1321,Control Panel,WEG,WEG-222-0321,Industrial control panel designed for manufacturing applications.,7736.36,213,4.4,110,215.09,1587.34,Stainless Steel,Japan,24,catalog_22.pdf,0.85,Verified
PROD-00323,Electric Motor Model 1322,Electric Motor,Atlas Copco,ATL-457-0322,Industrial electric motor designed for manufacturing applications.,24390.49,324,4.8,480,31.1,1509.98,Stainless Steel,China,36,catalog_23.pdf,0.7,Needs Review
PROD-00324,Welding Machine Model 1323,Welding Machine,Atlas Copco,ATL-627-0323,Industrial welding machine designed for manufacturing applications.,4460.36,498,3.3,380,108.65,1048.76,Alloy Steel,South Korea,24,catalog_24.pdf,0.7,Verified
PROD-00325,Electric Motor Model 1324,Electric Motor,ABB,ABB-165-0324,Industrial electric motor designed for manufacturing applications.,22481.39,191,3.1,230,99.48,449.37,Alloy Steel,Japan,24,catalog_25.pdf,0.73,Verified
PROD-00326,Welding Machine Model 1325,Welding Machine,ABB,ABB-756-0325,Industrial welding machine designed for manufacturing applications.,19475.88,446,3.0,110,234.54,1190.9,Aluminum,South Korea,6,catalog_01.pdf,0.73,Needs Review
PROD-00327,Industrial Pump Model 1326,Industrial Pump,Siemens,SIE-474-0326,Industrial industrial pump designed for manufacturing applications.,2142.88,134,3.3,380,38.71,1278.41,Aluminum,China,18,catalog_02.pdf,0.9,Needs Review
PROD-00328,Conveyor System Model 1327,Conveyor System,Atlas Copco,ATL-261-0327,Industrial conveyor system designed for manufacturing applications.,24671.55,131,4.3,440,2.96,21.22,Stainless Steel,South Korea,12,catalog_03.pdf,0.76,Needs Review
PROD-00329,Industrial Pump Model 1328,Industrial Pump,Honeywell,HON-845-0328,Industrial industrial pump designed for manufacturing applications.,6966.31,296,4.5,400,59.9,791.7,Carbon Steel,China,6,catalog_04.pdf,0.96,Verified
