product_id,product_name,category,brand,model_number,description,price_usd,stock_quantity,rating,voltage_v,power_kw,weight_kg,material,country_of_origin,warranty_months,source_document,ai_confidence_score,validation_status
PROD-00256,Hydraulic Pump,Pumps,Mitsubishi Electric,MIT-592-X,High-pressure hydraulic pump for industrial power systems.,4403.41,3,4.4,110.0,,568.73,Aluminium,India,36.0,Technical PDF,0.74,Verified
PROD-00257,Vacuum Pump,Pumps,Emerson,EME-403-X,Industrial vacuum pump for process and material handling applications.,8634.67,25,4.7,440.0,6.16,247.12,Nylon,Japan,6.0,Manufacturer Website,0.75,Verified
PROD-00258,Temperature Sensor,Sensors,Danfoss,DAN-762-B,Industrial temperature sensor for process monitoring.,6137.29,228,4.0,400.0,40.43,623.16,Nylon,Sweden,18.0,Supplier Catalog,0.77,Needs Review
PROD-00259,Level Sensor,Sensors,Grundfos,GRU-955-PRO,Industrial sensor for liquid-level measurement.,12789.55,122,4.6,415.0,132.95,141.93,Aluminium,China,6.0,Manufacturer Website,0.99,Verified
PROD-00260,Air Dryer,Compressors,WEG,WEG-704-PRO,Compressed-air dryer for moisture removal in pneumatic systems.,14858.71,173,4.0,,57.12,304.94,Stainless Steel,Sweden,12.0,Manufacturer Website,0.85,Needs Review
PROD-00261,Air Dryer,Compressors,Emerson,EME-147-A,Compressed-air dryer for moisture removal in pneumatic systems.,4902.6,80,3.2,440.0,101.77,652.45,Cast Iron,China,18.0,Supplier Catalog,0.86,Verified
PROD-00262,Conveyor Belt,Material Handling,Emerson,EME-454-PRO,Heavy-duty conveyor belt for continuous material transportation.,2822.47,211,4.2,400.0,8.42,546.96,Aluminium,Italy,24.0,Manufacturer Website,0.95,Verified
PROD-00263,Industrial Heater,Heating,SKF,SKF-346-X,Electric industrial heater for process temperature control.,17950.22,12,4.1,400.0,96.59,342.9,Cast Iron,India,24.0,Manufacturer Website,0.84,Needs Review
PROD-00264,Industrial Heater,Heating,Emerson,EME-423-A,Electric industrial heater for process temperature control.,18144.05,190,4.4,110.0,60.67,30.65,Stainless Steel,Sweden,6.0,Product Catalog,0.93,Verified
PROD-00265,Level Sensor,Sensors,SKF,SKF-472-A,Industrial sensor for liquid-level measurement.,15122.48,216,4.0,400.0,115.17,510.04,Nylon,China,24.0,Manufacturer Website,0.75,Verified
PROD-00266,Variable Frequency Drive,Automation,SKF,SKF-949-X,Drive controller for variable-speed industrial motors.,10170.72,95,4.5,110.0,134.56,418.66,Polycarbonate,India,18.0,Manufacturer Website,0.88,Verified
PROD-00267,Welding Machine,Fabrication,Bosch Rexroth,BOS-568-B,Industrial welding machine for metal fabrication.,13284.65,27,4.6,110.0,139.01,711.88,Carbon Steel,Sweden,24.0,Supplier Catalog,0.84,Verified
PROD-00268,Industrial Centrifugal Pump,Pumps,Rockwell Automation,ROC-853-A,High-efficiency pump for industrial water and process fluid transfer.,10272.66,110,4.7,380.0,138.67,663.96,Aluminium,China,36.0,Manufacturer Website,0.77,Verified
PROD-00269,Industrial Transformer,Electrical,Danfoss,DAN-714-X,Electrical transformer for industrial voltage conversion.,9368.19,98,4.0,400.0,137.41,648.07,Brass,Japan,18.0,Product Catalog,0.98,Needs Review
PROD-00270,Temperature Sensor,Sensors,Honeywell,HON-716-X,Industrial temperature sensor for process monitoring.,15610.22,140,4.7,415.0,110.59,470.63,Cast Iron,Germany,,Technical PDF,0.89,Verified
PROD-00271,Temperature Sensor,Sensors,Mitsubishi Electric,MIT-765-B,Industrial temperature sensor for process monitoring.,9364.2,177,4.3,415.0,17.53,299.53,Alloy Steel,Italy,36.0,Technical PDF,0.97,Needs Review
PROD-00272,Pneumatic Actuator,Pneumatics,Parker,PAR-113-A,Pneumatic actuator for automated industrial valve operation.,550.39,37,3.3,110.0,30.19,637.71,Aluminium,USA,18.0,Technical PDF,0.76,Verified
PROD-00273,Hydraulic Pump,Pumps,Parker,PAR-654-A,High-pressure hydraulic pump for industrial power systems.,6690.14,115,3.4,440.0,101.41,477.69,Cast Iron,China,36.0,Manufacturer Website,0.82,Verified
PROD-00274,Industrial Transformer,Electrical,Honeywell,HON-526-X,Electrical transformer for industrial voltage conversion.,17870.82,13,3.2,230.0,30.66,738.55,Alloy Steel,Sweden,12.0,Product Catalog,0.97,Verified
PROD-00275,Solenoid Valve,Valves,Grundfos,GRU-559-B,Electrically operated valve for automated fluid control.,18195.29,19,3.5,220.0,110.33,101.63,Stainless Steel,Japan,18.0,Product Catalog,0.87,Verified
PROD-00276,Photoelectric Sensor,Sensors,Festo,FES-361-A,Optical sensor for industrial object detection.,6172.31,181,4.9,110.0,23.27,274.37,Stainless Steel,Sweden,36.0,Supplier Catalog,0.95,Verified
PROD-00277,Safety Relay,Safety,Rockwell Automation,ROC-466-A,Safety control relay for industrial machine protection.,14522.94,81,4.1,220.0,78.21,668.36,Aluminium,Japan,36.0,Technical PDF,0.86,Verified
PROD-00278,Vacuum Pump,Pumps,WEG,WEG-318-X,Industrial vacuum pump for process and material handling applications.,6181.59,75,3.6,440.0,92.84,403.73,Stainless Steel,India,18.0,Manufacturer Website,0.84,Verified
PROD-00279,Servo Motor,Motors,Honeywell,HON-915-A,Precision servo motor for automated motion-control applications.,7190.91,138,4.5,110.0,136.72,698.83,Nylon,Italy,36.0,Technical PDF,0.84,Verified
PROD-00280,Solenoid Valve,Valves,SKF,SKF-626-A,Electrically operated valve for automated fluid control.,17546.32,42,4.9,440.0,80.81,6.43,Carbon Steel,Germany,12.0,Manufacturer Website,0.95,Needs Review
PROD-00281,Hydraulic Pump,Pumps,Rockwell Automation,ROC-948-PRO,High-pressure hydraulic pump for industrial power systems.,11991.42,240,3.3,415.0,23.27,390.45,Nylon,India,6.0,Technical PDF,0.74,Verified
PROD-00282,Industrial Robot Arm,Robotics,Siemens,SIE-688-B,Programmable robotic arm for industrial assembly and handling.,16860.82,104,3.9,,60.82,269.08,Polycarbonate,China,6.0,Manufacturer Website,0.86,Verified
PROD-00283,Industrial Gearbox,Power Transmission,SKF,SKF-614-A,Industrial gearbox for speed reduction and high torque transmission.,5422.34,175,3.7,110.0,42.41,787.7,Polycarbonate,Japan,6.0,Product Catalog,0.85,Verified
PROD-00284,Welding Machine,Fabrication,Parker,PAR-916-X,Industrial welding machine for metal fabrication.,17765.87,36,3.7,440.0,130.1,550.82,Stainless Steel,Italy,36.0,Manufacturer Website,0.76,Verified
PROD-00285,Safety Relay,Safety,Eaton,EAT-503-A,Safety control relay for industrial machine protection.,5695.89,191,4.5,415.0,51.74,350.87,Aluminium,Germany,12.0,Product Catalog,0.78,Verified
PROD-00286,Pressure Sensor,Sensors,Schneider Electric,SCH-787-A,,15763.3,238,5.0,400.0,69.32,467.3,Brass,China,6.0,Supplier Catalog,0.79,Verified
PROD-00287,Variable Frequency Drive,Automation,SKF,SKF-231-B,Drive controller for variable-speed industrial motors.,1927.33,158,3.3,220.0,47.84,383.16,Brass,China,36.0,Technical PDF,0.76,Verified
PROD-00288,Pneumatic Actuator,Pneumatics,Schneider Electric,SCH-104-X,Pneumatic actuator for automated industrial valve operation.,4618.32,56,4.5,415.0,65.56,714.13,Aluminium,China,18.0,Supplier Catalog,0.96,Needs Review
PROD-00289,Power Supply,Electrical,Parker,PAR-412-PRO,Industrial regulated power supply for automation equipment.,10244.04,44,4.4,110.0,126.31,729.93,Aluminium,Italy,12.0,Manufacturer Website,0.79,Verified
PROD-00290,Electric Motor,Motors,Festo,FES-619-A,Industrial electric motor designed for continuous-duty machinery.,15049.81,148,3.9,400.0,32.11,31.35,Brass,Italy,36.0,Technical PDF,0.85,Verified
PROD-00291,Welding Machine,Fabrication,Bosch Rexroth,BOS-890-X,Industrial welding machine for metal fabrication.,2550.42,128,4.1,380.0,54.74,9.2,Cast Iron,Sweden,36.0,Supplier Catalog,0.9,Verified
PROD-00292,Control Valve,Valves,Schneider Electric,SCH-679-B,Modulating valve for automated process flow control.,13636.96,123,4.9,110.0,33.02,414.6,Carbon Steel,USA,18.0,Technical PDF,0.78,Verified
PROD-00293,Industrial Transformer,Electrical,Emerson,EME-565-A,Electrical transformer for industrial voltage conversion.,819.85,166,3.8,415.0,145.27,538.61,Brass,Sweden,18.0,Supplier Catalog,0.88,Verified
PROD-00294,Industrial Transformer,Electrical,SKF,SKF-701-A,Electrical transformer for industrial voltage conversion.,9599.35,96,5.0,220.0,77.58,300.09,Nylon,Japan,24.0,Product Catalog,0.96,Verified
PROD-00295,Pressure Gauge,Instrumentation,Schneider Electric,SCH-335-A,Mechanical pressure gauge for industrial process monitoring.,9560.28,71,3.6,220.0,23.81,511.8,Carbon Steel,China,12.0,Manufacturer Website,0.83,Verified
PROD-00296,Proximity Sensor,Sensors,Danfoss,DAN-590-PRO,Non-contact sensor for detecting objects in automation systems.,3965.11,41,4.4,380.0,3.61,36.86,Aluminium,Germany,36.0,Manufacturer Website,0.73,Verified
PROD-00297,Control Valve,Valves,Grundfos,GRU-284-PRO,Modulating valve for automated process flow control.,11122.17,144,4.3,415.0,109.26,698.14,Carbon Steel,Germany,24.0,Supplier Catalog,0.88,Needs Review
PROD-00298,Control Valve,Valves,Bosch Rexroth,BOS-950-PRO,Modulating valve for automated process flow control.,11149.44,203,4.2,,27.49,560.77,Brass,Germany,18.0,Product Catalog,0.97,Verified
PROD-00299,Industrial Transformer,Electrical,Honeywell,HON-235-A,Electrical transformer for industrial voltage conversion.,390.0,133,4.7,400.0,102.73,702.57,Carbon Steel,Germany,24.0,Manufacturer Website,0.96,Verified
PROD-00300,Ball Bearing,Bearings,Emerson,EME-775-B,Precision bearing for rotating industrial machinery.,16695.05,138,4.7,440.0,101.86,366.89,Polycarbonate,USA,6.0,Product Catalog,0.91,Needs Review
PROD-00301,Proximity Sensor,Sensors,Parker,PAR-887-PRO,Non-contact sensor for detecting objects in automation systems.,6539.79,205,4.5,,125.62,489.79,Polycarbonate,Germany,18.0,Manufacturer Website,0.85,Verified
PROD-00302,Water Filter,Filtration,Eaton,EAT-997-PRO,Industrial filtration unit for removing particles from process water.,4832.48,1,4.5,440.0,1.32,444.26,Stainless Steel,Japan,12.0,Supplier Catalog,0.91,Verified
PROD-00303,Circuit Breaker,Electrical,Siemens,SIE-258-PRO,Protective electrical breaker for industrial distribution systems.,12083.77,64,3.7,400.0,63.68,310.92,Brass,China,24.0,Supplier Catalog,0.92,Needs Review
PROD-00304,Butterfly Valve,Valves,SKF,SKF-672-PRO,Compact industrial valve for isolating and controlling pipelines.,4758.32,78,4.2,440.0,105.9,625.47,Carbon Steel,China,12.0,Manufacturer Website,0.84,Verified
PROD-00305,Hydraulic Pump,Pumps,Rockwell Automation,ROC-510-X,High-pressure hydraulic pump for industrial power systems.,14832.72,157,4.5,415.0,8.04,330.86,Stainless Steel,Sweden,6.0,Supplier Catalog,0.94,Needs Review
PROD-00306,Ball Bearing,Bearings,Siemens,SIE-369-B,Precision bearing for rotating industrial machinery.,6913.93,155,3.3,380.0,139.62,340.67,Brass,China,36.0,Supplier Catalog,0.74,Verified
PROD-00307,Pressure Gauge,Instrumentation,ABB,ABB-306-X,Mechanical pressure gauge for industrial process monitoring.,3671.26,200,4.3,400.0,104.84,522.99,Stainless Steel,USA,12.0,Manufacturer Website,0.9,Verified
PROD-00308,Heat Exchanger,Heat Transfer,Parker,PAR-509-X,Industrial heat exchanger for efficient thermal energy transfer.,12416.83,103,4.3,400.0,2.55,598.14,Carbon Steel,Italy,18.0,Technical PDF,0.92,Verified
PROD-00309,Heat Exchanger,Heat Transfer,Bosch Rexroth,BOS-720-B,Industrial heat exchanger for efficient thermal energy transfer.,8459.39,103,4.2,230.0,26.46,430.4,Carbon Steel,Italy,18.0,Technical PDF,0.81,Verified
PROD-00310,Mixing Tank,Process Equipment,Festo,FES-912-X,Industrial tank designed for controlled mixing of process materials.,12868.54,247,3.9,380.0,115.55,,Alloy Steel,China,24.0,Supplier Catalog,0.96,Verified
PROD-00311,Pressure Sensor,Sensors,Grundfos,GRU-169-PRO,Electronic pressure sensor for industrial monitoring and automation.,11753.88,56,4.4,220.0,120.07,350.68,Nylon,Italy,36.0,Product Catalog,0.72,Verified
PROD-00312,Water Filter,Filtration,Siemens,SIE-508-X,Industrial filtration unit for removing particles from process water.,1485.07,238,3.5,230.0,53.19,760.19,Brass,Germany,12.0,Product Catalog,0.85,Verified
PROD-00313,Conveyor Belt,Material Handling,Festo,FES-371-B,Heavy-duty conveyor belt for continuous material transportation.,4305.86,213,3.6,400.0,53.57,662.14,Carbon Steel,India,24.0,Supplier Catalog,0.89,Verified
PROD-00314,Circuit Breaker,Electrical,Eaton,EAT-422-PRO,Protective electrical breaker for industrial distribution systems.,16623.9,225,4.8,440.0,41.39,155.6,Brass,Japan,12.0,Manufacturer Website,0.92,Verified
PROD-00315,Stainless Steel Tank,Storage,Parker,PAR-533-PRO,Corrosion-resistant storage tank for industrial liquids.,17388.74,8,4.1,380.0,129.09,659.56,Alloy Steel,India,36.0,Manufacturer Website,0.84,Verified
PROD-00316,Hydraulic Pump,Pumps,Honeywell,HON-694-A,High-pressure hydraulic pump for industrial power systems.,6077.91,156,4.8,220.0,82.4,201.72,Alloy Steel,Italy,18.0,Supplier Catalog,0.82,Needs Review
PROD-00317,Hydraulic Pump,Pumps,Honeywell,HON-817-X,High-pressure hydraulic pump for industrial power systems.,6807.91,102,3.7,220.0,85.82,832.39,Cast Iron,Sweden,6.0,Supplier Catalog,0.91,Verified
PROD-00318,Industrial Transformer,Electrical,Bosch Rexroth,BOS-249-B,Electrical transformer for industrial voltage conversion.,8795.06,2,3.5,380.0,20.39,759.3,Nylon,Sweden,24.0,Supplier Catalog,0.8,Verified
PROD-00319,Roller Bearing,Bearings,Mitsubishi Electric,MIT-267-A,Heavy-load roller bearing for industrial rotating equipment.,4052.83,65,4.1,415.0,14.67,632.96,Brass,USA,18.0,Technical PDF,0.87,Verified
PROD-00320,Electric Motor,Motors,Honeywell,HON-224-X,Industrial electric motor designed for continuous-duty machinery.,16057.59,246,4.3,400.0,86.49,551.83,Aluminium,Sweden,18.0,Supplier Catalog,0.82,Needs Review
PROD-00321,Ball Bearing,Bearings,Honeywell,HON-728-X,Precision bearing for rotating industrial machinery.,8624.99,244,3.5,220.0,96.18,789.3,Polycarbonate,China,36.0,Manufacturer Website,0.87,Verified
PROD-00322,Control Valve,Valves,SKF,SKF-333-X,Modulating valve for automated process flow control.,5920.31,74,4.5,400.0,96.79,230.71,Alloy Steel,Sweden,18.0,Supplier Catalog,0.92,Needs Review
PROD-00323,Control Valve,Valves,Schneider Electric,SCH-974-A,Modulating valve for automated process flow control.,2387.61,60,4.4,415.0,105.18,68.24,Aluminium,Japan,6.0,Manufacturer Website,0.75,Needs Review
PROD-00324,Electric Motor,Motors,Parker,PAR-506-A,Industrial electric motor designed for continuous-duty machinery.,1998.84,158,3.5,415.0,139.76,331.49,Cast Iron,Germany,18.0,Product Catalog,0.84,Verified
PROD-00325,Stainless Steel Tank,Storage,Festo,FES-274-A,Corrosion-resistant storage tank for industrial liquids.,732.38,91,4.7,230.0,129.67,397.22,Brass,Italy,24.0,Supplier Catalog,0.76,Verified
PROD-00326,Safety Relay,Safety,Honeywell,HON-636-X,Safety control relay for industrial machine protection.,16822.82,123,4.2,440.0,13.66,261.83,Polycarbonate,USA,12.0,Product Catalog,0.8,Verified
PROD-00327,Power Supply,Electrical,Grundfos,GRU-580-A,Industrial regulated power supply for automation equipment.,12750.28,125,4.9,380.0,45.12,651.04,Brass,Italy,12.0,Product Catalog,0.94,Verified
PROD-00328,Air Dryer,Compressors,WEG,WEG-674-PRO,Compressed-air dryer for moisture removal in pneumatic systems.,7354.36,41,4.5,415.0,58.61,321.73,Brass,India,24.0,Technical PDF,0.89,Verified
PROD-00329,Mixing Tank,Process Equipment,Parker,PAR-375-PRO,Industrial tank designed for controlled mixing of process materials.,3547.03,17,3.5,230.0,16.78,387.15,Alloy Steel,USA,36.0,Manufacturer Website,0.85,Verified
PROD-00330,Flow Meter,Instrumentation,ABB,ABB-647-A,Digital flow meter for accurate industrial fluid measurement.,3509.04,26,3.7,220.0,107.35,618.1,Cast Iron,India,12.0,Technical PDF,0.72,Verified
PROD-00331,Air Dryer,Compressors,Grundfos,GRU-904-PRO,Compressed-air dryer for moisture removal in pneumatic systems.,18462.5,118,4.5,110.0,49.7,717.05,Aluminium,India,18.0,Supplier Catalog,0.93,Verified
PROD-00332,Butterfly Valve,Valves,Bosch Rexroth,BOS-961-X,Compact industrial valve for isolating and controlling pipelines.,15134.67,212,3.2,440.0,107.27,327.2,Alloy Steel,Germany,6.0,Product Catalog,0.77,Verified
PROD-00333,Proximity Sensor,Sensors,Honeywell,HON-797-X,Non-contact sensor for detecting objects in automation systems.,17325.4,40,4.3,110.0,111.77,467.23,Carbon Steel,USA,24.0,Technical PDF,0.89,Verified
PROD-00334,Air Compressor,Compressors,Festo,FES-782-B,Industrial compressor for reliable compressed-air generation.,18007.84,60,4.3,230.0,2.51,675.27,Carbon Steel,Japan,12.0,Supplier Catalog,0.72,Verified
PROD-00335,Flow Control Valve,Valves,Schneider Electric,SCH-480-A,Precision valve for regulating industrial fluid flow.,4665.22,127,3.4,400.0,50.93,824.21,Stainless Steel,India,18.0,Product Catalog,0.89,Verified
PROD-00336,Industrial Heater,Heating,Bosch Rexroth,BOS-424-X,Electric industrial heater for process temperature control.,14918.75,112,4.5,110.0,103.47,304.57,Aluminium,USA,6.0,Technical PDF,0.85,Needs Review
PROD-00337,Mixing Tank,Process Equipment,Mitsubishi Electric,MIT-601-B,Industrial tank designed for controlled mixing of process materials.,10520.81,139,3.8,415.0,70.39,737.54,Aluminium,India,36.0,Technical PDF,0.76,Verified
PROD-00338,Mixing Tank,Process Equipment,SKF,SKF-564-A,Industrial tank designed for controlled mixing of process materials.,14373.53,129,3.9,220.0,132.47,526.85,Nylon,Sweden,36.0,Supplier Catalog,0.78,Verified
PROD-00339,Solenoid Valve,Valves,Rockwell Automation,ROC-799-PRO,Electrically operated valve for automated fluid control.,14185.99,39,4.3,230.0,61.62,273.86,Carbon Steel,Italy,6.0,Product Catalog,0.73,Verified
PROD-00340,Hydraulic Cylinder,Hydraulics,Bosch Rexroth,BOS-209-PRO,Heavy-duty hydraulic cylinder for industrial lifting and motion control.,3613.62,8,4.2,440.0,,416.53,Brass,India,18.0,Manufacturer Website,0.78,Verified
PROD-00341,Hydraulic Pump,Pumps,Danfoss,DAN-603-A,High-pressure hydraulic pump for industrial power systems.,8704.31,163,3.3,400.0,111.59,756.89,Nylon,Sweden,6.0,Manufacturer Website,0.94,Verified
PROD-00342,Industrial Gearbox,Power Transmission,Festo,FES-411-A,Industrial gearbox for speed reduction and high torque transmission.,17479.87,245,4.1,110.0,108.84,452.01,Cast Iron,Germany,36.0,Supplier Catalog,0.9,Verified
PROD-00343,Roller Bearing,Bearings,Parker,PAR-753-X,Heavy-load roller bearing for industrial rotating equipment.,12505.78,179,4.4,110.0,25.23,153.5,Polycarbonate,Italy,18.0,Technical PDF,0.9,Needs Review
PROD-00344,Servo Motor,Motors,Rockwell Automation,ROC-432-X,Precision servo motor for automated motion-control applications.,7678.3,162,4.0,415.0,48.69,204.77,Cast Iron,Japan,36.0,Technical PDF,0.97,Verified
PROD-00345,Pressure Gauge,Instrumentation,Emerson,EME-506-A,Mechanical pressure gauge for industrial process monitoring.,13460.06,72,4.3,400.0,20.48,756.8,Stainless Steel,USA,12.0,Manufacturer Website,0.78,Verified
PROD-00346,Heat Exchanger,Heat Transfer,WEG,WEG-666-B,Industrial heat exchanger for efficient thermal energy transfer.,1821.3,117,3.8,220.0,39.93,756.2,Cast Iron,Germany,18.0,Supplier Catalog,0.94,Verified
PROD-00347,Safety Relay,Safety,WEG,WEG-322-A,Safety control relay for industrial machine protection.,13409.74,202,4.1,380.0,123.9,586.22,Carbon Steel,Italy,18.0,Manufacturer Website,0.73,Needs Review
PROD-00348,Air Compressor,Compressors,WEG,WEG-889-X,Industrial compressor for reliable compressed-air generation.,6492.13,209,4.0,440.0,18.3,654.88,Stainless Steel,China,24.0,Technical PDF,0.73,Verified
PROD-00349,Mixing Tank,Process Equipment,Eaton,EAT-253-X,Industrial tank designed for controlled mixing of process materials.,9336.73,56,3.5,415.0,109.8,,Alloy Steel,Sweden,36.0,Product Catalog,0.88,Verified
PROD-00350,Pneumatic Actuator,Pneumatics,Grundfos,GRU-905-PRO,Pneumatic actuator for automated industrial valve operation.,2810.65,86,3.3,400.0,111.86,466.02,Brass,India,24.0,Product Catalog,0.86,Verified
PROD-00351,Proximity Sensor,Sensors,Rockwell Automation,ROC-302-PRO,Non-contact sensor for detecting objects in automation systems.,7364.8,146,3.6,400.0,149.56,445.71,Cast Iron,India,18.0,Manufacturer Website,0.93,Verified
PROD-00352,Pressure Sensor,Sensors,Danfoss,DAN-523-PRO,Electronic pressure sensor for industrial monitoring and automation.,6811.4,48,3.8,400.0,98.4,654.28,Aluminium,USA,36.0,Product Catalog,0.94,Needs Review
PROD-00353,Pressure Gauge,Instrumentation,ABB,ABB-937-B,Mechanical pressure gauge for industrial process monitoring.,3762.2,95,3.5,415.0,127.95,95.69,Stainless Steel,Germany,36.0,Manufacturer Website,0.97,Verified
PROD-00354,Variable Frequency Drive,Automation,Mitsubishi Electric,MIT-923-A,Drive controller for variable-speed industrial motors.,5703.75,120,3.2,220.0,111.07,180.25,Brass,Italy,24.0,Manufacturer Website,0.89,Verified
PROD-00355,Industrial Transformer,Electrical,Eaton,EAT-779-A,Electrical transformer for industrial voltage conversion.,4789.23,15,3.7,440.0,104.55,230.73,Alloy Steel,China,6.0,Technical PDF,0.74,Verified
PROD-00356,Roller Bearing,Bearings,ABB,ABB-399-PRO,Heavy-load roller bearing for industrial rotating equipment.,4341.97,97,4.1,415.0,15.17,268.27,Carbon Steel,Germany,12.0,Manufacturer Website,0.86,Needs Review
PROD-00357,Hydraulic Cylinder,Hydraulics,Bosch Rexroth,BOS-642-X,Heavy-duty hydraulic cylinder for industrial lifting and motion control.,6227.68,100,4.5,110.0,52.18,299.26,Brass,Germany,36.0,Technical PDF,0.79,Verified
PROD-00358,Industrial Transformer,Electrical,WEG,WEG-934-A,Electrical transformer for industrial voltage conversion.,17471.28,242,3.7,220.0,51.43,334.04,Aluminium,India,24.0,Supplier Catalog,0.86,Verified
PROD-00359,Conveyor Belt,Material Handling,Eaton,EAT-256-PRO,Heavy-duty conveyor belt for continuous material transportation.,17957.44,232,4.3,380.0,81.45,175.9,Aluminium,Italy,36.0,Product Catalog,0.9,Verified
PROD-00360,PLC Controller,Automation,Mitsubishi Electric,MIT-822-B,Programmable logic controller for industrial automation.,8004.63,232,5.0,220.0,98.52,480.2,Aluminium,USA,6.0,Product Catalog,0.87,Verified
PROD-00361,Servo Motor,Motors,Festo,FES-249-A,Precision servo motor for automated motion-control applications.,14180.49,225,5.0,380.0,45.68,633.82,Brass,Germany,12.0,Manufacturer Website,0.75,Verified
PROD-00362,Gear Pump,Pumps,Eaton,EAT-373-B,Positive-displacement gear pump for industrial fluid transfer.,11066.98,59,4.4,230.0,12.15,662.9,Aluminium,Italy,36.0,Product Catalog,0.85,Verified
PROD-00363,Industrial Transformer,Electrical,Emerson,EME-585-B,Electrical transformer for industrial voltage conversion.,3101.13,57,3.3,440.0,145.33,786.63,Polycarbonate,Germany,12.0,Product Catalog,0.92,Verified
PROD-00364,Pressure Gauge,Instrumentation,Festo,FES-731-PRO,Mechanical pressure gauge for industrial process monitoring.,12751.99,221,4.0,220.0,64.28,659.83,Polycarbonate,China,18.0,Manufacturer Website,0.83,Verified
PROD-00365,Pressure Gauge,Instrumentation,Emerson,EME-946-A,Mechanical pressure gauge for industrial process monitoring.,16249.32,62,4.1,380.0,147.58,33.56,Polycarbonate,Italy,6.0,Supplier Catalog,0.77,Needs Review
PROD-00366,PLC Controller,Automation,Parker,PAR-947-X,Programmable logic controller for industrial automation.,8580.71,108,3.7,110.0,103.57,768.14,Alloy Steel,Sweden,24.0,Product Catalog,0.74,Verified
PROD-00367,Photoelectric Sensor,Sensors,WEG,WEG-812-B,Optical sensor for industrial object detection.,7323.32,82,4.0,220.0,68.19,762.15,Cast Iron,Japan,,Manufacturer Website,0.79,Verified
PROD-00368,Ball Bearing,Bearings,Siemens,SIE-823-PRO,Precision bearing for rotating industrial machinery.,11761.44,21,4.1,380.0,109.1,828.92,Aluminium,Japan,36.0,Technical PDF,0.82,Verified
PROD-00369,Safety Relay,Safety,Festo,FES-775-B,Safety control relay for industrial machine protection.,3070.52,37,3.5,415.0,7.93,261.99,Alloy Steel,USA,12.0,Product Catalog,0.75,Verified
PROD-00370,Industrial Centrifugal Pump,Pumps,Eaton,EAT-883-X,High-efficiency pump for industrial water and process fluid transfer.,309.81,127,4.7,400.0,121.17,516.86,Alloy Steel,Germany,12.0,Supplier Catalog,0.88,Needs Review
PROD-00371,Air Dryer,Compressors,Emerson,EME-181-A,Compressed-air dryer for moisture removal in pneumatic systems.,4591.39,140,3.7,415.0,83.74,701.5,Stainless Steel,Germany,12.0,Manufacturer Website,0.73,Verified
PROD-00372,Flow Meter,Instrumentation,Festo,FES-133-X,Digital flow meter for accurate industrial fluid measurement.,6182.41,22,3.3,380.0,149.06,137.3,Brass,Italy,36.0,Supplier Catalog,0.87,Verified
PROD-00373,Photoelectric Sensor,Sensors,SKF,SKF-136-A,Optical sensor for industrial object detection.,14237.15,82,3.9,380.0,123.08,644.72,Carbon Steel,USA,24.0,Technical PDF,0.76,Verified
PROD-00374,Stainless Steel Tank,Storage,Honeywell,HON-637-B,Corrosion-resistant storage tank for industrial liquids.,12898.7,156,3.3,400.0,109.53,534.71,Carbon Steel,Japan,36.0,Supplier Catalog,0.97,Verified
PROD-00375,Flow Control Valve,Valves,Festo,FES-424-X,Precision valve for regulating industrial fluid flow.,9760.08,159,3.8,220.0,92.24,422.04,Alloy Steel,Japan,12.0,Technical PDF,0.96,Verified
PROD-00376,Solenoid Valve,Valves,ABB,ABB-221-A,Electrically operated valve for automated fluid control.,8645.87,203,3.4,440.0,31.3,523.09,,Japan,6.0,Manufacturer Website,0.81,Verified
PROD-00377,Solenoid Valve,Valves,Mitsubishi Electric,MIT-388-X,Electrically operated valve for automated fluid control.,14636.45,78,3.7,400.0,48.76,5.41,Nylon,USA,24.0,Product Catalog,0.92,Verified
PROD-00378,Solenoid Valve,Valves,SKF,SKF-953-X,,17068.78,122,4.8,440.0,5.57,115.56,Aluminium,China,24.0,Supplier Catalog,0.96,Verified
PROD-00379,Air Dryer,Compressors,WEG,WEG-860-A,Compressed-air dryer for moisture removal in pneumatic systems.,15463.47,76,4.2,415.0,47.5,455.6,Cast Iron,Italy,18.0,Manufacturer Website,0.94,Verified
PROD-00380,Flow Meter,Instrumentation,Grundfos,GRU-960-A,Digital flow meter for accurate industrial fluid measurement.,6330.49,96,4.3,440.0,25.1,514.91,Aluminium,Italy,6.0,Technical PDF,0.95,Verified
PROD-00381,Hydraulic Cylinder,Hydraulics,Grundfos,GRU-523-A,Heavy-duty hydraulic cylinder for industrial lifting and motion control.,9238.26,60,3.9,440.0,142.62,183.88,Brass,Germany,6.0,Product Catalog,0.82,Verified
PROD-00382,Ball Bearing,Bearings,Emerson,EME-618-A,Precision bearing for rotating industrial machinery.,14799.05,231,4.1,220.0,51.18,411.05,Brass,Sweden,18.0,Product Catalog,0.76,Verified
PROD-00383,Hydraulic Pump,Pumps,Mitsubishi Electric,MIT-137-PRO,High-pressure hydraulic pump for industrial power systems.,7222.44,221,4.1,110.0,46.82,37.62,Carbon Steel,USA,24.0,Technical PDF,0.96,Verified
PROD-00384,Electric Motor,Motors,Eaton,EAT-876-X,Industrial electric motor designed for continuous-duty machinery.,11849.44,53,3.8,220.0,43.16,452.53,Alloy Steel,China,6.0,Technical PDF,0.79,Verified
